Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
399,13221496,0,0,-470559,-3461903,0,-9289033,0
400,24002398,0,0,-817497,-12714132,0,-10470769,0
401,11111428,0,0,-1451722,-7495115,0,-2164592,0
402,13891063,0,0,-10568198,-5698183,0,2375318,0
403,5604880,256019,198661,-16927782,-453296,0,11321519,0
404,3335430,7853814,8942821,-21470432,-317152,0,1655518,0
405,0,9303722,10647845,-18433852,-1311993,0,-205722,0
406,0,6942094,12396351,-19926058,-1625179,0,2212793,0
407,1624499,3458971,10702854,-16224829,-1054745,0,1493249,0
408,692616,3286315,1722955,-10976505,-632319,0,5906938,0
409,2270285,1777614,618264,-7196794,-453815,0,2984446,0
410,30781119,0,0,-2561048,-10140573,0,-18079499,0
411,33611281,0,0,-527750,-23352263,0,-9731268,0
412,6618307,0,0,-942235,-5696167,0,20095,0
413,35781727,0,0,-1171725,-33026841,0,-1583162,0
414,14744926,0,0,-11248925,-5487626,0,1991625,0
415,7855219,154231,118436,-18224915,-1878298,0,11975327,0
416,974554,7198802,8176419,-19667661,-50301,0,3368186,0
417,0,9217167,10548785,-18390999,-822962,0,-551991,0
418,862350,7442246,11288994,-19381118,-1727925,0,1515452,0
419,3068322,3917690,10517618,-17168276,-1503420,0,1168065,0
420,4100609,3259429,1493248,-11500077,-1174039,0,3820830,0
