               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 284                0.00                0.00                0.00         11663236.43                0.00                0.00
 285                0.00                0.00                0.00          3218828.78                0.00                0.00
 286                0.00                0.00                0.00          1112588.05                0.00                0.00
 287                0.00                0.00                0.00          1457570.14                0.00                0.00
 288                0.00                0.00                0.00          2782817.22                0.00                0.00
 289                0.00                0.00                0.00          7773404.56                0.00                0.00
 290                0.00                0.00                0.00          3297417.96                0.00                0.00
 291                0.00                0.00                0.00          2476335.55                0.00                0.00
 292                0.00                0.00                0.00          4630877.22                0.00                0.00
 293                0.00                0.00                0.00          6264649.57                0.00                0.00
 294                0.00                0.00                0.00          8904664.75                0.00                0.00
 295                0.00                0.00                0.00          9531573.79                0.00                0.00
 296                0.00                0.00                0.00         12457859.61                0.00                0.00
 297                0.00                0.00                0.00          3085305.37                0.00                0.00
 298                0.00                0.00                0.00          3091944.45                0.00                0.00
 299                0.00                0.00                0.00          1537681.13                0.00                0.00
 300                0.00                0.00                0.00           302545.87                0.00                0.00
 301                0.00                0.00                0.00          2176339.97                0.00                0.00
 302                0.00                0.00                0.00          3413420.34                0.00                0.00
 303                0.00                0.00                0.00          1815945.72                0.00                0.00
 304                0.00                0.00                0.00          2252462.43                0.00                0.00
 305                0.00                0.00                0.00          4089117.60                0.00                0.00
 306                0.00                0.00                0.00          7936692.54                0.00                0.00
 307                0.00                0.00                0.00         13984672.21                0.00                0.00
 308                0.00                0.00                0.00         13313228.55                0.00                0.00
 309                0.00                0.00                0.00          5058312.22                0.00                0.00
 310                0.00                0.00                0.00                0.00                0.00                0.00
 311                0.00                0.00                0.00                0.00                0.00                0.00
 312                0.00                0.00                0.00                0.00                0.00                0.00
 313                0.00                0.00                0.00          3918583.64                0.00                0.00
 314                0.00                0.00                0.00          3773405.76                0.00                0.00
 315                0.00                0.00                0.00          1434880.39                0.00                0.00
 316                0.00                0.00                0.00          1654513.97                0.00                0.00
 317                0.00                0.00                0.00          3994321.69                0.00                0.00
 318                0.00                0.00                0.00          7521827.63                0.00                0.00
 319                0.00                0.00                0.00         11791023.43                0.00                0.00
 320                0.00                0.00                0.00         15249306.41                0.00                0.00
 321                0.00                0.00                0.00          6544245.08                0.00                0.00
 322                0.00                0.00                0.00                0.00                0.00                0.00
 323                0.00                0.00                0.00          3372099.21                0.00                0.00
 324                0.00                0.00                0.00           766553.21                0.00                0.00
 325                0.00                0.00                0.00          1698827.51                0.00                0.00
 326                0.00                0.00                0.00          2514910.47                0.00                0.00
 327                0.00                0.00                0.00          1764015.05                0.00                0.00
 328                0.00                0.00                0.00          2454893.08                0.00                0.00
 329                0.00                0.00                0.00          4976258.05                0.00                0.00
 330                0.00                0.00                0.00          8477155.91                0.00                0.00
 331                0.00                0.00                0.00         11687182.37                0.00                0.00
 332                0.00                0.00                0.00         16435548.81                0.00                0.00
 333                0.00                0.00                0.00         10397651.69                0.00                0.00
 334                0.00                0.00                0.00          1372813.47                0.00                0.00
 335                0.00                0.00                0.00                0.00                0.00                0.00
 336                0.00                0.00                0.00                0.00                0.00                0.00
 337                0.00                0.00                0.00          2729605.15                0.00                0.00
 338                0.00                0.00                0.00           685802.99                0.00                0.00
 339                0.00                0.00                0.00          1768349.65                0.00                0.00
 340                0.00                0.00                0.00          2827049.78                0.00                0.00
 341                0.00                0.00                0.00          3545677.27                0.00                0.00
 342                0.00                0.00                0.00          8340281.77                0.00                0.00
 343                0.00                0.00                0.00         12091926.02                0.00                0.00
 344                0.00                0.00                0.00         14748860.25                0.00                0.00
 345                0.00                0.00                0.00          5613332.25                0.00                0.00
 346                0.00                0.00                0.00                0.00                0.00                0.00
 347                0.00                0.00                0.00          6699268.17                0.00                0.00
 348                0.00                0.00                0.00          4353724.21                0.00                0.00
 349                0.00                0.00                0.00          3891650.22                0.00                0.00
 350                0.00                0.00                0.00           282079.81                0.00                0.00
 351                0.00                0.00                0.00          1930268.98                0.00                0.00
 352                0.00                0.00                0.00          2339696.98                0.00                0.00
 353                0.00                0.00                0.00          5850900.51                0.00                0.00
