Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
364,11646816,0,0,-1685758,-3653938,0,-6307120,0
365,15986196,0,0,-3265127,-7656602,0,-5064466,0
366,9670251,9834,229053,-16645798,-1789447,0,8526107,0
367,1215422,2843039,4067660,-20356226,-60613,0,12290719,0
368,849897,6859887,7908648,-15091448,-37038,0,-489946,0
369,3659122,5574926,8872477,-17861840,-731845,0,487160,0
370,0,1315720,12924547,-15778448,-697125,0,2235307,0
371,3646518,1130775,9527066,-13024224,-971989,0,-308147,0
372,9361113,333713,1636980,-12093016,-1580182,0,2341392,0
373,14670671,1388908,426915,-7828707,-2262752,0,-6395035,0
374,6118191,0,0,-3407158,-706753,0,-2004280,0
375,27661013,0,0,-1099593,-9351304,0,-17210115,0
376,11178977,0,0,-2303022,-7408043,0,-1467911,0
377,3106930,0,0,-3904532,-1529163,0,2326765,0
378,5951578,3771,154402,-16055998,-447709,0,10393956,0
379,7108643,1178414,1750213,-17000553,-390670,0,7353953,0
380,4815593,5673182,6540517,-16473614,-337100,0,-218579,0
381,8312436,6286974,7248148,-18740606,-1834356,0,-1272596,0
382,2025260,0,12824620,-17427059,-850155,0,3427334,0
383,988844,0,11529427,-12221842,-814299,0,517870,0
384,878538,0,2378489,-8025400,-513252,0,5281625,0
385,875580,0,1037721,-5418218,-232169,0,3737086,0
386,8782334,0,0,-3721165,-693094,0,-4368075,0
387,33791667,0,0,-810332,-9231451,0,-23749884,0
388,22613174,0,0,-2121765,-14911114,0,-5580295,0
389,11851133,0,0,-3519260,-6455780,0,-1876092,0
390,19149931,0,0,-10149344,-11902503,0,2901916,0
391,3008391,613417,565389,-20284074,-112746,0,16209624,0
392,6649291,5534641,6380795,-21729887,-358107,0,3523266,0
393,4678892,6479538,7470151,-17926969,-974740,0,273128,0
394,0,7177386,10854794,-17718093,-1693662,0,1379575,0
395,2557434,2978310,8401402,-14202135,-1059565,0,1324553,0
396,4899741,2748198,1210620,-10811888,-1192408,0,3145737,0
397,1978258,1229671,347380,-6688394,-294769,0,3427854,0
398,6303012,0,0,-3482786,-468895,0,-2351331,0
399,13221496,0,0,-959605,-2742290,0,-9519601,0
400,24002398,0,0,-1676986,-7959791,0,-14365622,0
401,11111428,0,0,-2991925,-5794732,0,-2324771,0
402,13891063,0,0,-12426878,-4440432,0,2976247,0
403,5604880,207516,178527,-19722514,-440236,0,14171828,0
404,3335430,6781479,7792149,-20855838,-287999,0,3234779,0
405,0,8043869,9273643,-15794947,-1137356,0,-385209,0
406,0,6341086,10789139,-17302445,-1508353,0,1680572,0
407,1624499,3458971,9153893,-14592893,-958139,0,1313669,0
408,692616,3079666,1436235,-9753607,-624165,0,5169255,0
409,2270285,1677616,501738,-6615235,-412130,0,2577726,0
410,30781119,0,0,-3261184,-6690533,0,-20829402,0
411,33611281,0,0,-1086500,-19482678,0,-13042103,0
412,6618307,0,0,-1967059,-5313109,0,661861,0
413,35781727,0,0,-2417421,-31217594,0,-2146712,0
414,14744926,0,0,-13219482,-3998867,0,2473423,0
415,7855219,120240,107328,-21427423,-952724,0,14297361,0
416,974554,6106250,6969154,-21714891,-40662,0,7705594,0
417,0,7969035,9187367,-16827157,-625543,0,296297,0
418,862350,6802009,9806706,-16936172,-1603805,0,1068911,0
419,3068322,3917690,8966580,-15383716,-1366366,0,797489,0
420,4100609,3036402,1242831,-10720804,-1082620,0,3423581,0
